"","Country","Country_code","Year","ln_CO2","ln_IU","ln_MIS","ln_OP","ln_GDP","ln_TOG","ln_REC","ln_ERT","ln_R","ln_GEE","ln_LS","ln_LE","ln_ME","ln_HDI","ln_AE","ln_SE","ln_TR","ln_UP","ln_UPP","ln_MAN","ln_IND","ln_FDI","ln_Exp","ln_Man_2","ln_FDI_2"
"Costa Rica-1998","Costa Rica",7,"1998",0.27280759072731,0.980721258930575,1.04602786358607,NA,8.18337890702228,4.52220176598581,3.36351320965659,4.09200850242455,NA,NA,NA,4.34245385955406,NA,-0.349557476169868,NA,NA,4.5270989087679,14.5986350876666,4.04767215402367,3.46523399823029,3.49753658873652,4.12750328636937,22.8207365550334,2.94176704530084,NA
"Costa Rica-1999","Costa Rica",7,"1999",0.254076831515175,1.36208446660865,1.26461446355017,NA,8.20351046821902,4.47207999646754,3.39754064340293,3.94796913220162,NA,3.08756782363151,NA,4.34559602555779,NA,-0.345311185288417,NA,NA,4.47624462734983,14.63482993104,4.06314625005168,3.34017975415117,3.30610621070828,4.12516442063265,22.8706548676421,2.92731927880805,NA
"Costa Rica-2000","Costa Rica",7,"2000",0.21830854166271,1.75790154125602,1.67109998367843,NA,8.23563467650962,4.46043250575067,3.49499126094852,4.20871437203751,NA,2.93489407144915,NA,4.35138699854177,NA,-0.342490308946776,4.57409225560195,NA,4.46471211637258,14.6698377971342,4.07841841167184,3.37663948123965,3.35346321052602,4.13277615934939,22.8928121712657,2.90785924590847,NA
"Costa Rica-2001","Costa Rica",7,"2001",0.290583695064135,2.25753355561698,2.08769168905468,NA,8.27934166707809,4.3926297068771,3.46916750810142,5.33753807970132,NA,2.95244999392732,NA,4.35085841301142,NA,-0.335472736288129,4.58751299881359,NA,4.39656888177134,14.7110069789866,4.10115465415065,3.23924433480225,3.32098204155696,4.11781122459555,22.9096891336027,2.85804508152463,NA
"Costa Rica-2002","Costa Rica",7,"2002",0.291888245562735,2.99046096106628,2.50047715371466,NA,8.299391686257,4.38718759816143,3.48247010179089,NA,NA,2.95701740625504,NA,4.35649085421737,NA,-0.325730140089311,4.59014980059148,NA,4.39166268347235,14.7499723908407,4.12314255732392,3.38601328348724,3.32012976025286,4.12542875424424,22.9361372471182,2.85608233121027,NA
"Costa Rica-2003","Costa Rica",7,"2003",0.325489013785715,3.01227541852414,2.92215673947611,NA,8.3244591694755,4.42278111734203,3.5055573969864,NA,NA,3.0032896468834,NA,4.35763147783916,NA,-0.318828801448618,4.59204340518531,NA,4.42717649047745,14.7871129995695,4.14440376209484,3.3124082164231,3.31063771529403,4.12739005859,22.9912978260622,2.83920881352848,NA
"Costa Rica-2004","Costa Rica",7,"2004",0.334131553470838,3.03458304857706,3.07755755534398,NA,8.38390872338278,4.44566409212298,3.66765581766231,NA,NA,3.01704792866759,1.95762203521153,4.36094343779836,NA,-0.311974765020825,4.59466298395494,NA,4.45006044641002,14.8228452915229,4.16492728034398,3.40455770543762,3.37750847827013,4.14876078495088,23.090086872663,2.82663596964765,NA
"Costa Rica-2005","Costa Rica",7,"2005",0.373473486199338,3.09421922026864,3.23936316083514,NA,8.44321474901106,4.49113508682357,3.73122029460346,NA,NA,NA,2.00581279523241,4.36316231702749,NA,-0.301105092783922,4.595655613755,NA,4.49575546312722,14.8573157828265,4.18467265504596,3.39021758540282,3.33653195399715,4.17685728579032,23.1484680154252,2.82538806375591,NA
"Costa Rica-2006","Costa Rica",7,"2006",0.404359308558603,3.22286784613774,3.49575993812639,NA,8.55417327935021,4.4977470402784,3.74714836223791,NA,NA,3.02739270839571,1.92434789908918,4.36327695283602,NA,-0.29169009384932,4.596608861942,NA,4.50272603582159,14.8906935107719,4.20372199923786,3.40554030893788,3.42488253234157,4.18145177150334,23.2258132166531,2.80251027264009,NA
"Costa Rica-2007","Costa Rica",7,"2007",0.537489579029683,3.34638914516716,3.52544101464347,NA,8.70865398766247,4.459642505852,3.71819550844799,NA,NA,3.04556430623079,2.03011062614332,4.36261443115242,2.08103027896813,-0.279713902802604,4.59731939592427,NA,4.46489070471278,14.9230624358352,4.22206326049059,3.36431691750428,3.44082346103737,4.18767915812931,23.2983472122432,2.78075036276124,NA
"Costa Rica-2008","Costa Rica",7,"2008",0.513061940851356,3.47475758477018,3.73542635691009,NA,8.8308224247635,4.45900518388968,3.70622809244855,6.57397342004714,NA,3.03547980799205,1.98390123166643,4.36239774228492,2.11480989208011,-0.267879445155601,4.59778235206195,NA,4.46515415633549,14.9545873372557,4.23974276491146,3.16940957771826,3.24588776971921,4.1811538827451,23.3198352744334,2.71696071815606,NA
"Costa Rica-2009","Costa Rica",7,"2009",0.456072865406816,3.5360196074696,3.75515448812429,NA,8.8154976824447,4.24505099923686,3.70671937224227,6.63384461061427,NA,3.15308725516726,1.97808529152515,4.36528731066958,2.12341895263329,-0.262664309476493,4.59925075364505,NA,4.25103239218879,14.9850245174245,4.25667597413955,2.89551826836562,2.94882017396038,4.13969747898723,23.2314219771753,2.64992652338463,NA
"Costa Rica-2010","Costa Rica",7,"2010",0.430620230375607,3.59731226058845,4.21480089521069,NA,9.00543498767249,4.21230668827206,3.69858222957532,6.79865444370859,NA,3.13030205966163,1.98406575885164,4.36526188834115,2.10786985078581,-0.258770728957361,4.59507677010016,NA,4.22271688846979,15.0142152099116,4.27299271364975,3.49391592006433,3.33506683883924,4.13670179484928,23.3205993214363,2.67935238048692,NA
"Costa Rica-2011","Costa Rica",7,"2011",0.462243537787115,3.66898782085684,4.48573498557134,NA,9.12013726939491,4.22886302076967,3.63811233706028,6.89614817644038,NA,3.13591241831833,1.96823067789395,4.37384324186586,2.12242080761595,-0.245900538436826,4.59746402546856,4.32154759600971,4.24062240385599,15.0422721149083,4.28864958516858,3.3958558123392,3.32564355507324,4.15769548741653,23.3887074403874,2.65998967455449,NA
"Costa Rica-2012","Costa Rica",7,"2012",0.452895905897382,3.8607297110406,4.73218367892938,NA,9.20750143625074,4.20541682418237,3.639163861868,6.96059437799786,NA,3.15706681091144,1.98059946367694,4.37302372987088,2.12967352307394,-0.24079848655293,4.60019076822335,4.32603138233453,4.22163103754486,15.0689935528927,4.3033350970921,3.40721048949135,3.35687067732662,4.14695244174683,23.4428572395011,2.63029679955043,NA
"Costa Rica-2013","Costa Rica",7,"2013",0.484705545781053,3.82777145298056,5.0001001929516,NA,9.27174278561082,4.15992021079367,3.63230910262554,7.10121458018655,NA,3.12811530771117,1.92483306294552,4.37453615091463,NA,-0.233193887167711,4.60079577930167,4.34325695978755,4.18385568723663,15.094279283467,4.31708803351497,3.258689613968,3.06471689387009,4.15612288720677,23.4754360739157,2.55277037783249,NA
"Costa Rica-2014","Costa Rica",7,"2014",0.480162221339573,3.97029191355212,4.97619181284464,NA,9.28151422561462,4.17732513557343,3.62753582387288,7.06892980517464,NA,3.14024506472115,1.96509882503703,4.36658299318003,2.16908227138994,-0.228156093137754,4.59874248326298,4.35660189789599,4.20537231371957,15.1180974418384,4.32995672300771,3.27048305591745,3.25417398408619,4.15520838199692,23.5238865237203,2.50861519858286,NA
"Costa Rica-2015","Costa Rica",7,"2015",0.431958463997892,4.09038590607194,5.03654479784408,NA,9.35270366926919,4.10682571325114,3.64623287939246,7.19189608855755,2.86789890204411,3.15159991792832,1.97757236580585,4.37053586795838,2.14995825153513,-0.225646681532328,4.59925075364505,4.38612260970339,4.1354593138848,15.1406157160467,4.34201160613565,3.09058960474842,3.26630395842432,4.13945668423224,23.5523603875546,2.45161540399786,NA
"Costa Rica-2016","Costa Rica",7,"2016",0.490973442859107,4.18784172359221,5.12669493088689,NA,9.38427798674884,4.13000892985104,3.60576954739093,7.2261290069005,3.68887945411394,3.15372701011749,1.96586327727219,4.37524116535886,2.14761290915808,-0.219400565035375,4.60015764416455,4.41382685509868,4.15775019188039,15.16206437084,4.3533056064017,3.41215199070702,3.32260849637796,4.126896880564,23.6423589575033,2.45145024180813,NA
"Costa Rica-2017","Costa Rica",7,"2017",0.50321906185102,4.27083896044608,5.17629019615469,3.21084365317094,9.40245823878134,4.17549363831942,3.58905911883173,7.25038707791873,4.60716818865076,3.40623203958432,1.94556990192524,4.37420865374581,NA,-0.214431610712188,4.60116214927048,4.40510025447558,4.18683888728663,15.1824085192664,4.36386266404621,3.40241710645871,3.2866076377389,4.13301367117332,23.709596250759,2.46249074768668,NA
"Costa Rica-2018","Costa Rica",7,"2018",0.507102164428457,4.29700956464059,5.12716509619082,2.85111396876669,9.42409195440224,4.20387649565609,3.57515068878559,7.25679111912359,3.97968165390196,3.26142445289852,NA,4.37555574354357,2.16598270396919,-0.209487224866724,4.60216564635839,4.41216767029729,4.20012518962063,15.2016344045474,4.37374241508618,3.41065137670426,3.31425801865065,4.13295215149511,23.7573474067406,2.47858090440286,NA
"Costa Rica-2019","Costa Rica",7,"2019",0.482797326277682,4.39694722251848,5.12492689957536,NA,9.44694026475511,4.18601981059474,3.57682995030531,7.29747033699904,3.68386691229039,3.20075299929369,1.95577558715091,4.3748383608269,NA,-0.199671195129068,4.6022659636588,NA,4.19198747363662,15.219519583789,4.38297618370947,3.37036490408463,3.2017052985294,4.12314667498712,23.7990790998041,2.48876959117339,NA
"Czechia-1990","Czechia",8,"1990",2.676590726741,NA,0,NA,8.2793174254976,4.15099291523683,1.27298764306916,NA,NA,NA,NA,4.26807238789043,NA,-0.298406035814757,4.60517018598809,NA,4.15099286542218,15.866134585081,4.32041715304219,3.26118252297528,3.21315207328947,4.05234677400562,23.7437975104417,NA,NA
"Czechia-1991","Czechia",8,"1991",2.58627436812327,NA,-4.41833234298504,NA,7.9712960665592,4.26649710460905,1.38007064634046,NA,NA,NA,NA,4.27525251872778,NA,-0.298406035814757,4.60517018598809,NA,4.26649715940425,15.862909293568,4.31959256429233,3.26118252297528,3.21315207328947,4.05234677400562,23.6813951699922,NA,NA
"Czechia-1992","Czechia",8,"1992",2.56488525484939,NA,-3.09870985288336,NA,8.12351793788599,4.36325495908409,1.77497238493982,NA,NA,NA,NA,4.28043272916242,NA,-0.297059234264378,4.60517018598809,NA,4.36325491830638,15.862227183048,4.31788803355764,3.26118252297528,3.21315207328947,4.05234677400562,23.7726041562321,NA,NA
"Czechia-1993","Czechia",8,"1993",2.54000639354294,-0.542454709449501,-1.99443975857206,NA,8.28303377503308,4.36628529956764,1.76086056303988,NA,NA,NA,NA,4.28727361669924,NA,-0.286349627218002,4.60517018598809,NA,4.36628526180834,15.8615458993996,4.31616724156889,3.26118252297528,3.21315207328947,4.07979452924139,23.9194987211425,3.04521246971644,NA
"Czechia-1994","Czechia",8,"1994",2.49059157802983,0.230490764717893,-1.2213989073942,NA,8.44043119328634,4.32190280850233,1.77626617819468,7.17266246133775,NA,NA,NA,4.29008516463388,NA,-0.271808723295491,4.60517018598809,NA,4.32190288739885,15.8601833617263,4.31444348335009,3.57771665511077,3.28304573734581,4.08375016088241,23.9567027864543,3.0535026910178,NA
"Czechia-1995","Czechia",8,"1995",2.49496637822097,0.374026617158175,-0.746087063514915,NA,8.66976341575783,4.4246916888034,1.66824964080597,7.40720241256073,NA,NA,NA,4.29148464214584,NA,-0.261364764134408,4.60517018598809,NA,4.42469164978783,15.8578433846518,4.31271674865742,3.73811612452104,3.61880204820987,4.12392144735022,24.1674683864799,3.07082645692265,NA
"Czechia-1996","Czechia",8,"1996",2.50851523361213,0.66288289892132,0.665584461313563,NA,8.78459659265031,4.39565208487574,1.65662187841843,7.44288514725045,NA,2.21285186994283,NA,4.30020134320653,NA,-0.245900538436826,4.60517018598809,NA,4.39565208518232,15.8549365506925,4.31097360680704,3.56809649367103,3.40445383733606,4.0886985572424,24.1921270911014,3.10827940261027,NA
"Czechia-1997","Czechia",8,"1997",2.49408744172926,1.07010948061839,1.63325313925852,NA,8.70524636396023,4.4384059409405,1.73138728512835,7.31036966096229,NA,NA,NA,4.30169577573266,NA,-0.239527030564734,4.60517018598809,NA,4.43840596385618,15.8520992683284,4.30921397708406,3.37471377863102,3.03973611672124,4.08767722759378,24.265300547437,3.14603433386853,NA
"Czechia-1998","Czechia",8,"1998",2.44685356285597,1.35992627486334,2.24140989173656,NA,8.77797214129068,4.43575491602322,1.78623435257476,7.37550637317458,2.83321334405622,2.1457125497184,NA,4.31099553758989,NA,-0.233193887167711,4.60517018598809,NA,4.43575494325658,15.8493890664316,4.30745124560558,3.30245733182458,3.1089965188577,4.14425907497546,24.3574447635016,3.1295382475118,NA
"Czechia-1999","Czechia",8,"1999",2.38747666711379,1.92173484098988,2.9430078339876,NA,8.75422688574641,4.45433832619339,1.86828051860983,7.41908077778978,2.89037175789616,2.18699460491236,NA,4.3130555399533,NA,-0.228156093137754,4.60517018598809,NA,4.45433834272505,15.8466014451262,4.30568540141716,3.46169436494347,3.19991431446584,4.20794407978932,24.4081054328826,3.11796923543061,NA
"Czechia-2000","Czechia",8,"2000",2.48579398010321,2.28039345886818,3.74864325423555,NA,8.70434277330988,4.58544021280115,1.78170913337455,7.31391348017912,2.94443897916644,2.1874143801643,NA,4.31706525991868,NA,-0.213193220461042,4.60517018598809,NA,4.58544022405172,15.8420148230791,4.3039029178923,3.57071783512539,3.38500769785863,4.18355046954779,24.5459618455225,3.15177453942818,NA
"Czechia-2001","Czechia",8,"2001",2.48589099981212,2.68765510248956,4.21815027443078,NA,8.80042160962763,4.59524566199397,1.83896107071235,7.42774478581843,2.70805020110221,2.15395628388169,NA,4.31979439511271,NA,-0.20089294237939,4.60517018598809,4.48274421356263,4.59524570080092,15.8367562213534,4.30240154811784,3.40949365521264,3.32440841440378,4.18739394103419,24.6360645970929,3.16324129855058,NA
"Czechia-2002","Czechia",8,"2002",2.45308076116154,3.17513290192028,4.43199216901556,NA,8.99477660921202,4.51453023722925,1.98513086220859,7.60446610221802,2.77258872223978,2.18206809695477,NA,4.32044309287475,NA,-0.192371892647456,4.60517018598809,4.49076814083646,4.51453029936693,15.8339064048139,4.30148067539049,3.40130491097523,3.36234861064554,4.2175841550365,24.6452457138269,3.10664427801208,NA
"Czechia-2003","Czechia",8,"2003",2.48851354312548,3.53514535417189,4.551104553061,NA,9.1920306160864,4.55359820916781,1.90508815453506,7.83666999204166,2.77258872223978,2.12611157637081,1.86241310924488,4.31976194917575,NA,-0.185125484126689,4.60517018598809,NA,4.5535981790796,15.8326848638507,4.300545392806,3.27179602754542,3.2426571192922,4.08684589876706,24.7298024709133,3.07536634167272,NA
"Czechia-2004","Czechia",8,"2004",2.49365176362597,3.56953269648137,4.654750645411,NA,9.37159598029009,4.7317055633115,1.9643112344262,8.05140466612497,4.92725368515721,2.24420362398516,NA,4.32706809488803,NA,-0.179126665897435,4.60517018598809,4.49625603029097,4.73170556346808,15.8320530338649,4.29960923464902,3.54697801018578,3.48262969594113,4.14144269459284,24.9896980169643,3.12395456568225,NA
"Czechia-2005","Czechia",8,"2005",2.46392166416541,3.56303274424796,4.74101213609261,1.70019227570256,9.50529616880653,4.79825000132877,2.0188950418118,8.2032821267471,5.11198778835654,2.2109313595779,1.87183203379793,4.32973797986766,NA,-0.16960278438618,4.60517018598809,NA,4.79824999800149,15.8324992686087,4.29867219927867,3.70196539585173,3.56311535979979,4.21277698197926,25.1565545393401,3.11900541045844,NA
"Czechia-2006","Czechia",8,"2006",2.46628459134088,3.86974161317154,4.79075519110384,2.53639950759478,9.63310809548367,4.84441054076983,2.06432790386979,8.29594035158007,5.30131287552784,2.31444250139158,NA,4.33760951673573,2.49506652964134,-0.160168752152821,4.60517018598809,NA,4.84441052606103,15.8342693355124,4.29773428504945,3.84336165251379,3.66535887226505,4.12868775679536,25.2901165266133,3.14653431841527,NA
"Czechia-2007","Czechia",8,"2007",2.48518226409541,3.94989665785623,4.8517437963292,2.80498935643548,9.82371615425895,4.86583313716543,2.11866225483312,8.50780526238551,5.62069067878975,2.25271818032498,NA,4.34021965318067,2.49663016010411,-0.151986356997882,4.60517018598809,NA,4.86583315792395,15.8391523506362,4.29678187810924,3.48403500245707,3.39611178953823,4.17125443883113,25.3947589919549,3.14408900297989,NA
"Czechia-2008","Czechia",8,"2008",2.43298404924631,4.14265842250065,4.88865606949053,3.1240551252489,10.0347165701167,4.81820278645545,2.19611284848353,8.71315298982502,5.63425374533737,2.21046320363432,1.83252027413212,4.34348861526146,2.50076523505578,-0.147340587898709,4.60517018598809,NA,4.81820279355157,15.8465068509845,4.29584218841005,3.53352391493014,3.44300698515644,4.11504174969778,25.4360337414889,3.08950072692502,NA
"Czechia-2009","Czechia",8,"2009",2.36503902187699,4.16557936315055,4.83105273322592,3.1672245716842,9.89654840371146,4.72559191086277,2.32727770558442,8.5974174210752,5.86587297905972,2.23504789901262,1.84553575241676,4.34481852901309,2.50917152863691,-0.145025772050258,4.60517018598809,NA,4.72559195933415,15.8512499197024,4.29488797685712,2.6112801648891,2.70337003178139,4.0955714010503,25.3325833132556,3.01371681923691,NA
"Czechia-2010","Czechia",8,"2010",2.37179338698279,4.23149440036933,4.81702504955295,3.30914422532701,9.9014889810828,4.85225610978023,2.39333945626251,8.60317086765462,6.11317320076684,2.22406118953145,1.84595552861783,4.34930185038625,2.51649252234719,-0.139262067333508,4.60517018598809,NA,4.85225617589958,15.8532220106392,4.29394650495328,3.63039793766372,3.45130623338055,4.13349602782721,25.4693983483646,3.0425996663356,NA
"Czechia-2011","Czechia",8,"2011",2.34190366720674,4.25547085578578,4.8319068017083,3.40742130613205,9.99292900296057,4.9262591246927,2.49815187653802,8.70087049543613,6.20597090502653,2.28467161793073,1.90175756633153,4.35508148703022,2.52319182931228,-0.136965855073157,4.60517018598809,NA,4.92625906024702,15.8543334698605,4.29299048193591,3.61455906064137,3.40383910868228,4.08356960073762,25.5570750516277,3.09589235668966,NA
"Czechia-2012","Czechia",8,"2012",2.31169737776992,4.2963326779595,4.8570523625139,3.49072115549364,9.89700665744759,4.98722238227565,2.54944517092557,8.58329736128595,6.50020800466965,2.24575754939829,1.86929593726278,4.35767771301501,2.52732417077867,-0.134674903326602,4.60517018598809,NA,4.98722233739693,15.8558966428352,4.29315443652086,3.0933594867656,3.03517322036465,4.12792248652457,25.5989787084941,3.08848500564762,NA
"Czechia-2013","Czechia",8,"2013",2.26387100636822,4.30555587333097,4.87121358413548,3.59434622240726,9.91012394007926,4.98649571172929,2.63547950826737,8.59138187459845,6.53076100284967,2.25005627839282,1.8882836761381,4.35895770319961,2.53342217307247,-0.126697653045958,4.60517018598809,4.47477205100969,4.98649573187866,15.857498124889,4.29442417393776,3.21183867346096,3.11012251912128,4.11100540180468,25.6015723475286,3.08937726547183,NA
"Czechia-2014","Czechia",8,"2014",2.22616861060872,4.30719143946525,4.88499072767657,3.74972287552141,9.89801862043488,5.05990142229782,2.69799986524871,8.55610424124416,6.60126000958649,2.23036270749185,1.90741092718638,4.36722246983384,2.53671922599207,-0.119910296672558,4.60517018598809,4.48724709052379,5.05990140847548,15.859832694617,4.29570592820735,3.38965742673123,3.33733948054383,4.1173423069104,25.6851265773007,3.16608601745275,NA
"Czechia-2015","Czechia",8,"2015",2.24078075080512,4.32636643368765,4.77361904365685,3.81384993145029,9.78862079104869,5.04455778798517,2.69732623773923,8.44341316548227,6.74630283940529,2.61858560269133,1.91538730882262,4.36409238282797,2.53950057443096,-0.115410851511328,4.60517018598809,4.50163821973657,5.04455776555312,15.8630650691814,4.29697243207743,3.51642390369203,3.39389390812464,4.06793838531133,25.7437004795602,3.17478504870637,NA
"Czechia-2016","Czechia",8,"2016",2.26464955801485,4.33704494199898,4.77570228357696,3.8581199928971,9.82958436087761,5.01453612492264,2.69259809654329,8.49267916287878,6.86442806568686,2.63700523444478,1.95077904562999,4.36978740580331,2.54451820961077,-0.110931560707282,4.60517018598809,4.5109052197577,5.01453614255098,15.866250367513,4.29823733394417,3.42275175503161,3.29032912323224,4.14409722870573,25.7862095713601,3.17934852335592,NA
"Czechia-2017","Czechia",8,"2017",2.2629756277403,4.36588674519388,4.78739622905409,4.0179079835315,9.93480209181338,5.01418002074283,2.67138621673062,8.58052661171139,7.03368636228857,2.27873906580439,NA,4.36916995031767,2.54841495293321,-0.108699416923341,4.60517018598809,4.50555502302677,5.01418000418168,15.87033302185,4.29966352862376,3.54806066158144,3.44947055229571,4.13789945090242,25.855718844561,3.15841770118267,NA
"Czechia-2018","Czechia",8,"2018",2.25045652343449,4.39059194172523,4.79244330022942,4.07060670204389,10.0615369279999,4.99686439787258,2.68920711330073,8.74925366851736,7.05315002295388,2.35222439329593,1.93109978486193,4.36981826857201,NA,-0.112049503808623,4.60517018598809,NA,4.99723504377515,15.875264055783,4.30125032464659,3.33101839088581,3.26956755360112,4.10883156930348,25.8921170883577,3.12125642917281,NA
"Czechia-2019","Czechia",8,"2019",2.19975317307043,4.39280514241962,4.82300559802529,4.1589518309965,10.0717460135477,4.95421324669046,2.76316950032329,8.71578336044709,7.06929743158865,2.40375625204844,1.94085456567597,4.37234577970395,2.55484540711719,-0.108699416923341,4.60517018598809,NA,4.96113799996936,15.8809486321689,4.30299695538045,3.42632231215935,3.2882365141757,4.12373777474375,25.9067994512489,3.11870557470888,NA
"Denmark-1990","Denmark",9,"1990",2.31573724414996,-2.33018994504022,1.05816027743171,NA,10.1995635391497,4.20901454449752,1.95182970825372,NA,NA,NA,NA,4.314889618419,NA,-0.298406035814757,4.60517018598809,4.46710900649546,4.20901460940565,15.2883786378154,4.44080248975023,3.19388595156753,3.10514893084094,4.06648065293005,24.8734286719386,2.69902527036144,NA
"Denmark-1991","Denmark",9,"1991",2.50012414374587,-1.63960584790963,1.22696307157763,NA,10.2040134435983,4.23622783361431,1.95598762404596,NA,NA,2.36097665770511,NA,4.31958996813218,2.44195391462911,-0.298406035814757,4.60517018598809,4.46724067867783,4.23622773146479,15.2913036999183,4.44113245663869,3.2253614392777,3.20144372937737,4.07154373877797,24.9332893702524,2.6842543859606,NA
"Denmark-1992","Denmark",9,"1992",2.40043980142303,-0.949552959512732,1.40564161097299,NA,10.2945041267038,4.20472201819339,2.04736317187214,NA,NA,NA,NA,4.32007338672207,NA,-0.297059234264378,4.60517018598809,4.4630777952263,4.20472112644732,15.2949286193743,4.4414505359138,3.24652292346998,3.26549838336533,4.06384478014384,24.9359938813424,2.69307361393447,NA
"Denmark-1993","Denmark",9,"1993",2.43715129115708,-0.547610680473457,1.92933820361631,NA,10.2254976877329,4.18365082416386,2.0414146725394,NA,5.31320597904179,2.63025944725837,NA,4.31904462512064,NA,-0.286349627218002,4.60517018598809,4.46075983146603,4.18365176013026,15.2985781190615,4.44176851404665,3.15773175864605,2.97187730214297,4.07292370469059,24.948211345095,2.66161709311938,NA
"Denmark-1994","Denmark",9,"1994",2.49645791968834,0.295879196543651,2.26768966268803,NA,10.3088053039061,4.21627389009579,1.99202999292493,8.75587145187752,6.17170059741091,2.60117226322085,NA,4.32247727297267,2.44726449006342,-0.271808723295491,4.60517018598809,4.46686076818816,4.21627572323878,15.3022731369451,4.44208639110154,3.61518806916773,3.49321340188301,4.10657061485548,25.0273516734741,2.67063538729806,NA
"Denmark-1995","Denmark",9,"1995",2.43928855894684,1.34173006562656,2.75407213471484,NA,10.4730922974721,4.22704690171746,2.01652544128534,8.99008140624174,5.96870755998537,2.57628559512112,NA,4.32031987267686,2.45521518874767,-0.261364764134408,4.60517018598809,4.46265478632626,4.22862250943872,15.3078005330244,4.44240416714273,3.45947527375521,3.43168254872492,4.0904997968244,25.0541637273137,2.68901154619242,NA
"Denmark-1996","Denmark",9,"1996",2.63439089594857,1.74309216968546,3.22084496244362,NA,10.4815244561075,4.22641418298775,1.98254250156472,9.05648148290719,6.68461172766793,2.64918302674188,NA,4.32534335901395,NA,-0.245900538436826,4.60517018598809,4.46914356859218,4.22791666235139,15.3137775514383,4.44272184223438,3.1125028444176,3.2169692166144,4.05948611584287,25.0997243660016,2.65160982049164,NA
"Denmark-1997","Denmark",9,"1997",2.48852840861549,2.43203359419946,3.30916816543888,NA,10.3992789243729,4.2650497764967,2.09220098606301,8.98276200137186,6.49526555593701,NA,NA,4.33001099987208,NA,-0.239527030564734,4.60517018598809,NA,4.26642146013042,15.3182506164578,4.44303941644061,3.55595611110463,3.40879638590889,4.07992438112763,25.143835979474,2.68280907317136,NA
"Denmark-1998","Denmark",9,"1998",2.42099696893497,3.12098715421173,3.5957438787176,NA,10.4153569038817,4.26688396719584,2.14216318581868,9.14470791938038,6.56526497003536,2.68337286148938,NA,4.33256093750536,NA,-0.233193887167711,4.60517018598809,4.47674800480017,4.2668839851281,15.3221998740409,4.44335688982549,3.33301796994217,3.29344250707436,4.1158366292047,25.1840391472068,2.67601058565828,NA
"Denmark-1999","Denmark",9,"1999",2.36649176725268,3.42073986564687,3.90017000514494,NA,10.4175318350209,4.2863028411148,2.20457014001774,9.16305482530192,6.7093043402583,2.67715858089274,NA,4.33521621682989,NA,-0.228156093137754,4.60517018598809,NA,4.28630286935486,15.3258143084851,4.44366250970726,3.310898219585,3.32553930627898,4.20468200306565,25.2908788505115,2.65712423559283,NA
"Denmark-2000","Denmark",9,"2000",2.28756237946958,3.66797320498115,4.14281943986856,NA,10.3334354197254,4.4186472282964,2.37304355664261,9.0034022996964,6.62671774924902,2.73073426715108,NA,4.33850154903548,NA,-0.213193220461042,4.60517018598809,4.48414009685474,4.41864727585617,15.3293211002945,4.44382703557933,3.39141806463726,3.35681824886872,4.3753847225129,25.4096652758946,2.64935058493335,NA
"Denmark-2001","Denmark",9,"2001",2.31486609535693,3.76021183029108,4.30235235947493,NA,10.3336990717312,4.43044263211954,2.40874528882244,8.99744413711352,6.6682282484174,2.74396675096111,NA,4.34110936122449,NA,-0.20089294237939,4.60517018598809,4.49398328542179,4.43044268125101,15.3334917365254,4.4444144071087,3.32074072419177,3.17275052490972,4.14579089522738,25.4426930444911,2.64166452579744,NA
"Denmark-2002","Denmark",9,"2002",2.30408491985352,4.16278172377533,4.42184516921653,NA,10.4111690450441,4.43742556521522,2.47317139356958,9.11501709208605,6.67959918584438,2.73656508339288,NA,4.34244244083535,NA,-0.192371892647456,4.60517018598809,4.51145778904862,4.43742515358459,15.3378602177266,4.44558811616363,3.16346268550641,3.14700476591526,4.09455491675641,25.4852956324289,2.63428112413119,NA
"Denmark-2003","Denmark",9,"2003",2.39677628980293,4.33414855442942,4.48118461389862,NA,10.6080388927333,4.39298768477394,2.54317555791198,9.27430247701791,6.83087423464618,2.71745585134636,2.08180552649934,4.34567254054671,2.56230586651612,-0.185125484126689,4.60517018598809,4.54247838527886,4.39298796419661,15.3418698590292,4.4468776069935,3.14207048323449,3.16320862063799,4.06174513734915,25.4731341549809,2.58305222612133,NA
"Denmark-2004","Denmark",9,"2004",2.29673530064313,4.39358458350761,4.55816431146669,NA,10.7474569869777,4.40924976561797,2.67000213346468,9.45785960761553,6.83947643822884,2.73999194022764,NA,4.35018351805467,2.55852569291159,-0.179126665897435,4.60517018598809,4.51300928200485,4.40924994478532,15.3468645430614,4.44928800798268,3.32493852193854,3.3128648778855,3.98953728753833,25.5029393218907,2.54546423429158,NA
"Denmark-2005","Denmark",9,"2005",2.22602402898369,4.41570316103327,4.60753920664142,3.87184247179453,10.7954820180875,4.49311778347479,2.78006073707848,9.50134367303732,6.88448665204278,2.75870147616125,2.05850301320167,4.35470557072982,NA,-0.16960278438618,4.60517018598809,4.51717610812427,4.49311805354067,15.3530029584413,4.45267147424321,3.19217704544041,3.17778300678734,4.13340524118062,25.5782339846753,2.4878314885144,NA
"Denmark-2006","Denmark",9,"2006",2.36940443558666,4.46187701616162,4.67081350879499,4.01030150268877,10.8595180842431,4.57848463489652,2.72523502585631,9.51865120097362,6.88448665204278,2.74165517543051,2.07579640028111,4.35792759588372,NA,-0.160168752152821,4.60517018598809,4.49295825288116,4.57848426307404,15.3591039234469,4.45548618236018,3.44817198849366,3.35494891931412,4.06689630093579,25.6766087498448,2.49040110509358,NA
